id,label,uri,type,type_generic,predicate_type
2517,canary grass plant,http://purl.obolibrary.org/obo/FOODON_03414907,food,food,
2518,clam (raw),http://purl.obolibrary.org/obo/FOODON_03301153,food,food,
2519,hen egg white (browned),http://purl.obolibrary.org/obo/FOODON_03310235,food,food,
2520,11460 - macadamias (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541146,food,food,
2521,cisco (smoked),http://purl.obolibrary.org/obo/FOODON_03307968,food,food,
2522,terrestrial invertebrate,http://purl.obolibrary.org/obo/FOODON_03414899,food,food,
2523,grape jelly (artificially sweetened),http://purl.obolibrary.org/obo/FOODON_03301649,food,food,
2524,chocolate doughnut,http://purl.obolibrary.org/obo/FOODON_03306630,food,food,
2525,08110 - morels (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540811,food,food,
2526,obsolete: kurrat plant,http://purl.obolibrary.org/obo/FOODON_03413442,food,food,
2527,candy (artificially fruit-flavored),http://purl.obolibrary.org/obo/FOODON_03303789,food,food,
2528,malt extract,http://purl.obolibrary.org/obo/FOODON_03301056,food,food,
2529,gai lan,http://purl.obolibrary.org/obo/FOODON_00003130,food,food,
2530,crown cap,http://purl.obolibrary.org/obo/FOODON_03490244,food,food,
2531,malted wheat flour mix,http://purl.obolibrary.org/obo/FOODON_03304536,food,food,
2532,wafer bar sandwich cookie,http://purl.obolibrary.org/obo/FOODON_03307632,food,food,
2533,obsolete: spirits,http://purl.obolibrary.org/obo/FOODON_03315561,food,food,
2534,garlic seasoning (liquid),http://purl.obolibrary.org/obo/FOODON_03305214,food,food,
2535,topping for fine bakery goods,http://purl.obolibrary.org/obo/FOODON_03315913,food,food,
2536,13630 - zedoary roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541363,food,food,
2537,european flounder,http://purl.obolibrary.org/obo/FOODON_03413353,food,food,
2538,kava plant,http://purl.obolibrary.org/obo/FOODON_03412060,food,food,
2539,pudding mix (lemon-flavored; dry),http://purl.obolibrary.org/obo/FOODON_03307097,food,food,
2540,oyster mushroom (whole),http://purl.obolibrary.org/obo/FOODON_03306534,food,food,
2541,banana pulp,http://purl.obolibrary.org/obo/FOODON_03301967,food,food,
2542,corn grits (quick),http://purl.obolibrary.org/obo/FOODON_03317230,food,food,
2543,sangria,http://purl.obolibrary.org/obo/FOODON_03317455,food,food,
2544,31830 - juice; grape (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543183,food,food,
2545,22440 - channel catfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542244,food,food,
2546,palm juice (food product),http://purl.obolibrary.org/obo/FOODON_03309717,food,food,
2547,tea beverage (liquid),http://purl.obolibrary.org/obo/FOODON_00001245,food,food,
2548,freshwater shrimp (raw),http://purl.obolibrary.org/obo/FOODON_03308676,food,food,
2549,bullhead catfish family,http://purl.obolibrary.org/obo/FOODON_03411040,food,food,
2550,oheloberry plant,http://purl.obolibrary.org/obo/FOODON_03411688,food,food,
2551,animal waste (recycled for animal feed),http://purl.obolibrary.org/obo/FOODON_03301628,food,food,
2552,food quick freezing process,http://purl.obolibrary.org/obo/FOODON_03470132,food,food,
2553,obsolete: brawn,http://purl.obolibrary.org/obo/FOODON_03315656,food,food,
2554,strawberry guava plant,http://purl.obolibrary.org/obo/FOODON_03411649,food,food,
2555,40880 - vinegar; wine (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544088,food,food,
2556,clam (cherrystone; raw),http://purl.obolibrary.org/obo/FOODON_03308048,food,food,
2557,crab cake (cooked),http://purl.obolibrary.org/obo/FOODON_03308605,food,food,
2558,queen crab (raw),http://purl.obolibrary.org/obo/FOODON_03308617,food,food,
2559,turkey liver (raw),http://purl.obolibrary.org/obo/FOODON_03310837,food,food,
2560,05150 - common bean sprouts (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540515,food,food,
2561,36450 - marshmallow infusion roots (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543645,food,food,
2562,whitefish (fisheries term),http://purl.obolibrary.org/obo/FOODON_00003281,food,food,
2563,wels catfish,http://purl.obolibrary.org/obo/FOODON_03412431,food,food,
2564,36830 - lapacho (infusion bark) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543683,food,food,
2565,41260 - herbs; vegetables and oil sauces (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544126,food,food,
2566,raspberry preserve,http://purl.obolibrary.org/obo/FOODON_03311373,food,food,
2567,haddock tail (raw),http://purl.obolibrary.org/obo/FOODON_03309086,food,food,
2568,40290 - prepared meat salad (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544029,food,food,
2569,cream of fruit beverage,http://purl.obolibrary.org/obo/FOODON_03305402,food,food,
2570,gaspergou raw,http://purl.obolibrary.org/obo/FOODON_03310685,food,food,
2571,polyolefin container,http://purl.obolibrary.org/obo/FOODON_03490431,food,food,
2572,scallop (cape; raw),http://purl.obolibrary.org/obo/FOODON_03308546,food,food,
2573,white sauce (instant bar),http://purl.obolibrary.org/obo/FOODON_03307687,food,food,
2574,pickle (sweetened with artificial fruit sauce),http://purl.obolibrary.org/obo/FOODON_03304039,food,food,
2575,38350 - rice drink (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543835,food,food,
2576,brewers yeast,http://purl.obolibrary.org/obo/FOODON_03413798,food,food,
2577,vermicelli (whole wheat),http://purl.obolibrary.org/obo/FOODON_03316824,food,food,
2578,cow milk cheese,http://purl.obolibrary.org/obo/FOODON_00001127,food,food,
2579,ocean perch fish stick (frozen),http://purl.obolibrary.org/obo/FOODON_03307452,food,food,
2580,04930 - jersey kales (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540493,food,food,
2581,corn (frozen),http://purl.obolibrary.org/obo/FOODON_03302731,food,food,
2582,andaman lobster,http://purl.obolibrary.org/obo/FOODON_03413584,food,food,
2583,food (flavored),http://purl.obolibrary.org/obo/FOODON_00002646,food,food,
2584,41250 - mint sauce (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544125,food,food,
2585,elliott's blueberry,http://purl.obolibrary.org/obo/FOODON_00003137,food,food,
2586,bacon (whole cut or parts),http://purl.obolibrary.org/obo/FOODON_03317331,food,food,
2587,18790 - pig carcase (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541879,food,food,
2588,white grape juice (carbonated),http://purl.obolibrary.org/obo/FOODON_03306179,food,food,
2589,38420 - soya yoghurt (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543842,food,food,
2590,acerola (whole; raw),http://purl.obolibrary.org/obo/FOODON_03310823,food,food,
2591,26040 - edible insect eggs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542604,food,food,
2592,african striped grunt,http://purl.obolibrary.org/obo/FOODON_03413948,food,food,
2593,beef (roasted),http://purl.obolibrary.org/obo/FOODON_03311662,food,food,
2594,34670 - blackberry infusion leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543467,food,food,
2595,06790 - bottle gourds (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540679,food,food,
2596,orange juice concentrate (frozen; unsweetened),http://purl.obolibrary.org/obo/FOODON_03301829,food,food,
2597,23530 - tusk (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542353,food,food,
2598,sea water fish egg food product,http://purl.obolibrary.org/obo/FOODON_00001104,food,food,
2599,andes salmon (raw),http://purl.obolibrary.org/obo/FOODON_03310197,food,food,
2600,25250 - abalones; winkles; conchs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542525,food,food,
2601,american ginseng plant,http://purl.obolibrary.org/obo/FOODON_03414525,food,food,
2602,cauliflower (pickled; canned),http://purl.obolibrary.org/obo/FOODON_03301394,food,food,
2603,hen egg (shell off; solids; dried; finely ground),http://purl.obolibrary.org/obo/FOODON_03302353,food,food,
2604,grape marc,http://purl.obolibrary.org/obo/FOODON_03303123,food,food,
2605,pumpkin (cooked),http://purl.obolibrary.org/obo/FOODON_03316339,food,food,
2606,36900 - sour cherry (infusion stems) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543690,food,food,
2607,beef kidney (raw),http://purl.obolibrary.org/obo/FOODON_03310590,food,food,
2608,beverage mix (aspartame sweetened),http://purl.obolibrary.org/obo/FOODON_03311050,food,food,
2609,31870 - juice; mango (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543187,food,food,
2610,highlands climatic zone,http://purl.obolibrary.org/obo/FOODON_03520507,food,food,
2611,chicken (freeze-dried),http://purl.obolibrary.org/obo/FOODON_03312054,food,food,
2612,cheese coulommiers,http://purl.obolibrary.org/obo/FOODON_03316712,food,food,
2613,shrimp (wet-pack; canned),http://purl.obolibrary.org/obo/FOODON_03308666,food,food,
2614,frozen yogurt,http://purl.obolibrary.org/obo/FOODON_03307445,food,food,
2615,thin leaved plum plant,http://purl.obolibrary.org/obo/FOODON_03414828,food,food,
2616,black snake,http://purl.obolibrary.org/obo/FOODON_03414622,food,food,
2617,paprika pepper (pickled),http://purl.obolibrary.org/obo/FOODON_03306758,food,food,
2618,blackjack plant,http://purl.obolibrary.org/obo/FOODON_03413410,food,food,
2619,alewife,http://purl.obolibrary.org/obo/FOODON_03411402,food,food,
2620,spine gourd plant,http://purl.obolibrary.org/obo/FOODON_03414937,food,food,
2621,papaya seed (dried),http://purl.obolibrary.org/obo/FOODON_03304873,food,food,
2622,44500 - preparations for dessert (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544450,food,food,
2623,confectionery fat,http://purl.obolibrary.org/obo/FOODON_00003212,food,food,
2624,13800 - cardamom fruit (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541380,food,food,
2625,tonka bean plant,http://purl.obolibrary.org/obo/FOODON_03411039,food,food,
2626,15420 - blackberries and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541542,food,food,
2627,taiwan giant bamboo plant,http://purl.obolibrary.org/obo/FOODON_03413732,food,food,
2628,crab spread,http://purl.obolibrary.org/obo/FOODON_03308595,food,food,
2629,star anise fruit (whole),http://purl.obolibrary.org/obo/FOODON_03309784,food,food,
2630,10000622 - confectionery/sugar sweetening products variety packs (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401519,food,food,
2631,threaded abalone,http://purl.obolibrary.org/obo/FOODON_03413542,food,food,
2632,ice cream (artificially flavored),http://purl.obolibrary.org/obo/FOODON_03302678,food,food,
2633,cheddar cheese (low sodium),http://purl.obolibrary.org/obo/FOODON_03316849,food,food,
2634,semiliquid with solid pieces,http://purl.obolibrary.org/obo/FOODON_03430110,food,food,has quality
2635,023  oilseed (so) (ccpr),http://purl.obolibrary.org/obo/FOODON_03400686,food,food,
2636,citrus enamel,http://purl.obolibrary.org/obo/FOODON_03500018,food,food,adjacent to
2637,takuan-zuke (food product),http://purl.obolibrary.org/obo/FOODON_03315494,food,food,
2638,liquer (egg based),http://purl.obolibrary.org/obo/FOODON_03316144,food,food,
2639,35680 - heidelberg tea (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543568,food,food,
2640,chayote (whole; raw),http://purl.obolibrary.org/obo/FOODON_03311502,food,food,
2641,pasta (fresh),http://purl.obolibrary.org/obo/FOODON_03317419,food,food,
2642,imitation lemon juice base,http://purl.obolibrary.org/obo/FOODON_03302166,food,food,
2643,Indian prawn,http://purl.obolibrary.org/obo/FOODON_03000005,food,food,
2644,mint tea (dry),http://purl.obolibrary.org/obo/FOODON_03301909,food,food,
2645,paddlefish,http://purl.obolibrary.org/obo/FOODON_03411412,food,food,
2646,coffee (instant; spray-dried),http://purl.obolibrary.org/obo/FOODON_03305423,food,food,
2647,gelatin dessert (artificially sweetened),http://purl.obolibrary.org/obo/FOODON_03307509,food,food,
2648,varunidae,http://purl.obolibrary.org/obo/FOODON_03414889,food,food,
2649,10560 - pigeon peas (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541056,food,food,
2650,bulgur,http://purl.obolibrary.org/obo/FOODON_00003143,food,food,
2651,threadfin bream family,http://purl.obolibrary.org/obo/FOODON_00002915,food,food,
2652,apricot half (unpeeled; artificially sweetened),http://purl.obolibrary.org/obo/FOODON_03306742,food,food,
2653,lemon breezer wine-based beverage,http://purl.obolibrary.org/obo/FOODON_03311499,food,food,
2654,banana passionfruit pulp,http://purl.obolibrary.org/obo/FOODON_03303705,food,food,
2655,spearmint,http://purl.obolibrary.org/obo/FOODON_03303921,food,food,
2656,tea (ready to drink; artificially sweetened),http://purl.obolibrary.org/obo/FOODON_03310923,food,food,
2657,bacon-flavored seasoning,http://purl.obolibrary.org/obo/FOODON_03301963,food,food,
2658,fruit juice artificially sweetened,http://purl.obolibrary.org/obo/FOODON_03310479,food,food,
2659,sesame oil press cake,http://purl.obolibrary.org/obo/FOODON_03310378,food,food,
2660,kangaroo tail soup,http://purl.obolibrary.org/obo/FOODON_03304944,food,food,
2661,candied apple base,http://purl.obolibrary.org/obo/FOODON_03301954,food,food,
2662,bakery product (containing butter),http://purl.obolibrary.org/obo/FOODON_03302516,food,food,
2663,pomegranate-flavored beverage syrup,http://purl.obolibrary.org/obo/FOODON_03307589,food,food,
2664,codfish loaf,http://purl.obolibrary.org/obo/FOODON_03309444,food,food,
2665,17020 - fuzzy kiwifruit (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541702,food,food,
2666,food supplement food product,http://purl.obolibrary.org/obo/FOODON_00001874,food,food,
2667,heifer,http://purl.obolibrary.org/obo/FOODON_00002518,food,food,
2668,noodle (dried),http://purl.obolibrary.org/obo/FOODON_03306946,food,food,
2669,03480 - wheat germs rolled flakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540348,food,food,
2670,25460 - yesso scallop (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542546,food,food,
2671,cape spiny lobster food product,http://purl.obolibrary.org/obo/FOODON_00001680,food,food,
2672,australian anchovy,http://purl.obolibrary.org/obo/FOODON_03413835,food,food,
2673,sugar palm plant,http://purl.obolibrary.org/obo/FOODON_03411485,food,food,
2674,juice drink (diluted),http://purl.obolibrary.org/obo/FOODON_03305662,food,food,
2675,vegetable oil spread,http://purl.obolibrary.org/obo/FOODON_03302874,food,food,
2676,herring tidbit (raw),http://purl.obolibrary.org/obo/FOODON_03309105,food,food,
2677,one component adhesive; water soluble,http://purl.obolibrary.org/obo/FOODON_03490228,food,food,
2678,oyster (japanese; frozen),http://purl.obolibrary.org/obo/FOODON_03308147,food,food,
2679,obsolete: beef sausage fresh,http://purl.obolibrary.org/obo/FOODON_03317291,food,food,
2680,00860 - spelt flour; medium (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540086,food,food,
2681,shallot food product,http://purl.obolibrary.org/obo/FOODON_00002234,food,food,
2682,tomato paste,http://purl.obolibrary.org/obo/FOODON_03301455,food,food,
2683,no artificial ingredients claim or use,http://purl.obolibrary.org/obo/FOODON_03510107,food,food,has consumer
2684,pan frying,http://purl.obolibrary.org/obo/FOODON_00002462,food,food,
2685,passion fruit juice (frozen),http://purl.obolibrary.org/obo/FOODON_03305773,food,food,
2686,34340 - cocoa ingredients (rpc derivatives) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543434,food,food,
2687,veal steak (raw; fabricated),http://purl.obolibrary.org/obo/FOODON_03317630,food,food,
2688,19580 - chamois fresh meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541958,food,food,
2689,coconut (desiccated),http://purl.obolibrary.org/obo/FOODON_03317671,food,food,
2690,artichoke (marinated),http://purl.obolibrary.org/obo/FOODON_03304771,food,food,
2691,preservation by reducing water activity,http://purl.obolibrary.org/obo/FOODON_03470145,food,food,formed as a result of
2692,eucheuma,http://purl.obolibrary.org/obo/FOODON_03414336,food,food,
2693,cheese (smoked),http://purl.obolibrary.org/obo/FOODON_03303860,food,food,
2694,fish; batrachoidiform,http://purl.obolibrary.org/obo/FOODON_03412200,food,food,
2695,crabmeat (pasteurized),http://purl.obolibrary.org/obo/FOODON_03308600,food,food,
2696,28040 - cheese; cantal (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542804,food,food,
2697,brittle food product,http://purl.obolibrary.org/obo/FOODON_00001664,food,food,
2698,11810 - peanuts (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541181,food,food,
2699,grizzly bear,http://purl.obolibrary.org/obo/FOODON_03414472,food,food,
2700,grape wine vinegar,http://purl.obolibrary.org/obo/FOODON_03307372,food,food,
2701,lignum-vitae plant,http://purl.obolibrary.org/obo/FOODON_03415170,food,food,
2702,13  nuts (efg),http://purl.obolibrary.org/obo/FOODON_03400703,food,food,
2703,poultry meat (eurofir),http://purl.obolibrary.org/obo/FOODON_03400795,food,food,
2704,28450 - cheese; raclette (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542845,food,food,
2705,witloof plant,http://purl.obolibrary.org/obo/FOODON_03414910,food,food,
2706,24290 - seerfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542429,food,food,
2707,06070 - lablab beans (with pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540607,food,food,
2708,04850 - komatsuna (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540485,food,food,
2709,longfin smelt,http://purl.obolibrary.org/obo/FOODON_03411310,food,food,
2710,50161800 - confectionery products (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03400977,food,food,
2711,odacidae,http://purl.obolibrary.org/obo/FOODON_03414288,food,food,
2712,vegetable (steamed),http://purl.obolibrary.org/obo/FOODON_03307615,food,food,
2713,mammalian milk protein (hydrolyzed),http://purl.obolibrary.org/obo/FOODON_03315719,food,food,
2714,cranberry bean plant,http://purl.obolibrary.org/obo/FOODON_03411186,food,food,
2715,jack mackerel (raw),http://purl.obolibrary.org/obo/FOODON_03308441,food,food,
2716,enokitake,http://purl.obolibrary.org/obo/FOODON_03412507,food,food,
2717,tuna tataki,http://purl.obolibrary.org/obo/FOODON_00002985,food,food,
2718,40710 - gravy instant granules (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544071,food,food,
2719,temperate bass families,http://purl.obolibrary.org/obo/FOODON_03411184,food,food,
2720,16780 - kaki and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541678,food,food,
2721,02660 - muffins (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540266,food,food,
2722,confectionery (dried fruit-based; no added sugar),http://purl.obolibrary.org/obo/FOODON_03317055,food,food,
2723,blue-green algae food product,http://purl.obolibrary.org/obo/FOODON_03301418,food,food,
2724,USDA SR dairy and egg products (0100),http://purl.obolibrary.org/obo/FOODON_03401271,food,food,
2725,multi-component seafood product,http://purl.obolibrary.org/obo/FOODON_00003285,food,food,
2726,starfish,http://purl.obolibrary.org/obo/FOODON_03412108,food,food,
2727,34860 - narrow-leaf echinacea infusion leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543486,food,food,
2728,40230 - ceasar salad (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544023,food,food,
2729,ice cream mix raw,http://purl.obolibrary.org/obo/FOODON_03311163,food,food,
2730,cowpea family,http://purl.obolibrary.org/obo/FOODON_03414742,food,food,
2731,grape seed,http://purl.obolibrary.org/obo/FOODON_00002568,food,food,
2732,beira tronchuda cabbage plant,http://purl.obolibrary.org/obo/FOODON_03414322,food,food,
2733,41780 - artificial food colour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544178,food,food,
2734,uncured cheese (eurofir),http://purl.obolibrary.org/obo/FOODON_03400786,food,food,
2735,04670 - ostrich fern (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540467,food,food,
2736,24880 - red swamp crawfish (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542488,food,food,
2737,food (chopped),http://purl.obolibrary.org/obo/FOODON_00002777,food,food,
2738,catfish,http://purl.obolibrary.org/obo/FOODON_03412620,food,food,
2739,fruit juice supreme fruit punch ice (frozen),http://purl.obolibrary.org/obo/FOODON_03305451,food,food,
2740,grape pulp (concentrated),http://purl.obolibrary.org/obo/FOODON_03305953,food,food,
2741,plant fiber (compressed),http://purl.obolibrary.org/obo/FOODON_03316427,food,food,
2742,imitation jelly (artificially sweetened),http://purl.obolibrary.org/obo/FOODON_03305016,food,food,
2743,codling,http://purl.obolibrary.org/obo/FOODON_03411291,food,food,
2744,conger eel,http://purl.obolibrary.org/obo/FOODON_03412299,food,food,
2745,39140 - mixed vegetables; boiled (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543914,food,food,
2746,corn gromwell plant,http://purl.obolibrary.org/obo/FOODON_03415033,food,food,
2747,breakfast cereal (high fiber),http://purl.obolibrary.org/obo/FOODON_03310642,food,food,
2748,white rice flour,http://purl.obolibrary.org/obo/FOODON_03307541,food,food,
2749,bean (whole; cooked; with seasoning),http://purl.obolibrary.org/obo/FOODON_03317591,food,food,
2750,ovine cheese food product,http://purl.obolibrary.org/obo/FOODON_00001125,food,food,
2751,Burgundy fondue,http://purl.obolibrary.org/obo/FOODON_00003264,food,food,
2752,bitterleaf plant,http://purl.obolibrary.org/obo/FOODON_03414912,food,food,
2753,axiom holds for all times,http://purl.obolibrary.org/obo/RO_0001901,food,food,
2754,blackberry pie,http://purl.obolibrary.org/obo/FOODON_03302121,food,food,
2755,28900 - cheese; samsoe (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542890,food,food,
2756,hollyhock plant,http://purl.obolibrary.org/obo/FOODON_03415158,food,food,
2757,chicken parts (frozen),http://purl.obolibrary.org/obo/FOODON_03303026,food,food,
2758,beeswax,http://purl.obolibrary.org/obo/FOODON_03302072,food,food,
2759,43900 - tangerine flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544390,food,food,
2760,34290 - cocoa beans and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543429,food,food,
2761,ham soup stix,http://purl.obolibrary.org/obo/FOODON_03304241,food,food,
2762,13840 - juniper berry (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541384,food,food,
2763,sartapia bean (whole),http://purl.obolibrary.org/obo/FOODON_03310376,food,food,
2764,caramel candy (us cfr),http://purl.obolibrary.org/obo/FOODON_03400173,food,food,
2765,paraguay tea (dry),http://purl.obolibrary.org/obo/FOODON_03306225,food,food,
2766,yellowtail (canned),http://purl.obolibrary.org/obo/FOODON_03308708,food,food,
2767,rapeseed (whole; raw),http://purl.obolibrary.org/obo/FOODON_03310356,food,food,
2768,meat dish (eurofir),http://purl.obolibrary.org/obo/FOODON_03400799,food,food,
2769,butterfly cod,http://purl.obolibrary.org/obo/FOODON_03412868,food,food,
2770,06990 - winter melon (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540699,food,food,
2771,pressed mint candy,http://purl.obolibrary.org/obo/FOODON_03316917,food,food,
2772,02700 - baumkuchen and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540270,food,food,
2773,butter-flavored seasoning,http://purl.obolibrary.org/obo/FOODON_03302605,food,food,
2774,fruit produce in sour pickle,http://purl.obolibrary.org/obo/FOODON_03316564,food,food,
2775,09  fruit and fruit products (eurocode2),http://purl.obolibrary.org/obo/FOODON_03400732,food,food,
2776,stone pine nut food product,http://purl.obolibrary.org/obo/FOODON_00002280,food,food,
2777,prune juice (date concentrate added),http://purl.obolibrary.org/obo/FOODON_03306164,food,food,
2778,gold flesh,http://purl.obolibrary.org/obo/FOODON_03530272,food,food,
2779,10040 - sweet sorghum canes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541004,food,food,
2780,banana chip,http://purl.obolibrary.org/obo/FOODON_03307587,food,food,
2781,mushroom (sliced; in butter sauce; canned),http://purl.obolibrary.org/obo/FOODON_03308507,food,food,
2782,26180 - salted cod (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542618,food,food,
2783,mizuna greens (raw),http://purl.obolibrary.org/obo/FOODON_00002427,food,food,
2784,stem or stalk (without leaves),http://purl.obolibrary.org/obo/FOODON_03420101,food,food,derives from
2785,cheese substitute,http://purl.obolibrary.org/obo/FOODON_03303869,food,food,
2786,22100 - tinned bulk sausages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542210,food,food,
2787,catfish (raw),http://purl.obolibrary.org/obo/FOODON_03303384,food,food,
2788,walnut juice,http://purl.obolibrary.org/obo/FOODON_03307229,food,food,
2789,coffee bean (roasted; decaffeinated),http://purl.obolibrary.org/obo/FOODON_03317394,food,food,
2790,fat,http://purl.obolibrary.org/obo/FOODON_00003265,food,food,
2791,ginger (green),http://purl.obolibrary.org/obo/FOODON_03305306,food,food,
2792,brown beer oud bruin type,http://purl.obolibrary.org/obo/FOODON_03315977,food,food,
2793,tea (dry; instant),http://purl.obolibrary.org/obo/FOODON_03315157,food,food,
2794,black chokeberry plant,http://purl.obolibrary.org/obo/FOODON_03413455,food,food,
2795,crustacean (deep-frozen),http://purl.obolibrary.org/obo/FOODON_03317436,food,food,
2796,sambuca,http://purl.obolibrary.org/obo/FOODON_03317452,food,food,
2797,doughnut (honey-dipped),http://purl.obolibrary.org/obo/FOODON_03301021,food,food,
2798,44470 - preparations for gelling home-made food (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544447,food,food,
2799,toffee (fruit-flavored),http://purl.obolibrary.org/obo/FOODON_03303746,food,food,
2800,black drums,http://purl.obolibrary.org/obo/FOODON_03414598,food,food,
2801,nonnutritive sweetener concentrate; liquid form,http://purl.obolibrary.org/obo/FOODON_03317203,food,food,
2802,process profile,http://purl.obolibrary.org/obo/BFO_0000144,food,food,
2803,black ligurian olive,http://purl.obolibrary.org/obo/FOODON_03310214,food,food,
2804,burnet plant,http://purl.obolibrary.org/obo/FOODON_03413421,food,food,
2805,margarita mix,http://purl.obolibrary.org/obo/FOODON_03305159,food,food,
2806,bowhead whale,http://purl.obolibrary.org/obo/FOODON_03414488,food,food,
2807,26200 - flat-fishes; dried (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542620,food,food,
2808,yeast food product (dry; active),http://purl.obolibrary.org/obo/FOODON_03302626,food,food,
2809,37210 - mixed coffee imitates infusion (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543721,food,food,
2810,23440 - megrims (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542344,food,food,
2811,cream-like product,http://purl.obolibrary.org/obo/FOODON_03315566,food,food,
2812,cake mix,http://purl.obolibrary.org/obo/FOODON_03317068,food,food,
2813,noodle (enriched),http://purl.obolibrary.org/obo/FOODON_03305188,food,food,
2814,allium species,http://purl.obolibrary.org/obo/FOODON_03414302,food,food,
2815,09470 - salted vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540947,food,food,
2816,blackberry group food product,http://purl.obolibrary.org/obo/FOODON_00001653,food,food,
2817,sour cream blue cheese dressing,http://purl.obolibrary.org/obo/FOODON_03304705,food,food,
2818,10950 - marrowfat pea (dry seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541095,food,food,
2819,apple juice (concentrated),http://purl.obolibrary.org/obo/FOODON_03301535,food,food,
2820,wine cooler,http://purl.obolibrary.org/obo/FOODON_03301567,food,food,
2821,fruit pulp semi-finished,http://purl.obolibrary.org/obo/FOODON_03316529,food,food,
2822,chemical soft drink,http://purl.obolibrary.org/obo/FOODON_00001715,food,food,
2823,macaroni product (enriched with fortified protein),http://purl.obolibrary.org/obo/FOODON_03316964,food,food,
2824,european cantaloupe plant,http://purl.obolibrary.org/obo/FOODON_03411471,food,food,
2825,meat and bone meal,http://purl.obolibrary.org/obo/FOODON_00002738,food,food,
2826,milk chocolate (vitamin- and mineral-fortified),http://purl.obolibrary.org/obo/FOODON_03303755,food,food,
2827,fish byproduct for animal feed,http://purl.obolibrary.org/obo/FOODON_03302981,food,food,
