id,label,uri,type,type_generic,predicate_type
15573,low-temperature-long-time (ltlt) pasteurization,http://purl.obolibrary.org/obo/FOODON_03470182,food,food,
15574,04040 - plantain leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540404,food,food,
15575,meat goulash,http://purl.obolibrary.org/obo/FOODON_03304440,food,food,
15576,supplemental formulation (us cfr),http://purl.obolibrary.org/obo/FOODON_03400308,food,food,
15577,chive (freeze-dried),http://purl.obolibrary.org/obo/FOODON_03304734,food,food,
15578,plantain chip,http://purl.obolibrary.org/obo/FOODON_03310438,food,food,
15579,50121500 - fish - unprepared/unprocessed (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03401144,food,food,
15580,soybean-koji,http://purl.obolibrary.org/obo/FOODON_03310022,food,food,
15581,33750 - mixtures of beer with other alcoholic drinks (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543375,food,food,
15582,cranberry catsup (food product),http://purl.obolibrary.org/obo/FOODON_03302787,food,food,
15583,immaterial entity,http://purl.obolibrary.org/obo/BFO_0000141,food,food,
15584,rice milk beverage (food product),http://purl.obolibrary.org/obo/FOODON_03311386,food,food,
15585,yellow pond lily plant,http://purl.obolibrary.org/obo/FOODON_03414463,food,food,
15586,corn enamel (c-enamel),http://purl.obolibrary.org/obo/FOODON_03500030,food,food,
15587,food allergen labelling about peanuts and products thereof,http://purl.obolibrary.org/obo/FOODON_03510218,food,food,
15588,23490 - cod; pacific (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542349,food,food,
15589,mackerel scad,http://purl.obolibrary.org/obo/FOODON_03413962,food,food,
15590,16050 - currants and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541605,food,food,
15591,culinary fat,http://purl.obolibrary.org/obo/FOODON_03316519,food,food,
15592,29200 - firm-ripened bloomy (white mould) or washed rind cheese (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542920,food,food,
15593,crab apple plant,http://purl.obolibrary.org/obo/FOODON_00003126,food,food,
15594,dilly bread,http://purl.obolibrary.org/obo/FOODON_03304801,food,food,
15595,09060 - tarragon and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540906,food,food,
15596,cheese analog; processed,http://purl.obolibrary.org/obo/FOODON_03317474,food,food,
15597,tangerine jelly,http://purl.obolibrary.org/obo/FOODON_03305870,food,food,
15598,chocolate-flavored coating for ice cream bar,http://purl.obolibrary.org/obo/FOODON_03304619,food,food,
15599,oyster,http://purl.obolibrary.org/obo/FOODON_03411224,food,food,
15600,coffee with chicory (instant),http://purl.obolibrary.org/obo/FOODON_03310196,food,food,
15601,snack food,http://purl.obolibrary.org/obo/FOODON_03315013,food,food,
15602,rum coconut pattie candy (food product),http://purl.obolibrary.org/obo/FOODON_03304642,food,food,
15603,sausage meat,http://purl.obolibrary.org/obo/FOODON_03317646,food,food,
15604,buttercrunch candy,http://purl.obolibrary.org/obo/FOODON_03304825,food,food,
15605,04960 - portuguese kales (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540496,food,food,
15606,velvet bean (whole),http://purl.obolibrary.org/obo/FOODON_00002786,food,food,
15607,new zealand rock oyster,http://purl.obolibrary.org/obo/FOODON_03411952,food,food,
15608,romano cheese (pecorino-style),http://purl.obolibrary.org/obo/FOODON_03305231,food,food,
15609,22240 - carp; grass (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542224,food,food,
15610,blue swimmer crab (raw),http://purl.obolibrary.org/obo/FOODON_03308841,food,food,
15611,pepino plant,http://purl.obolibrary.org/obo/FOODON_03412493,food,food,
15612,soya bread,http://purl.obolibrary.org/obo/FOODON_03302371,food,food,
15613,apple drink mix (artificially flavored),http://purl.obolibrary.org/obo/FOODON_03303065,food,food,
15614,kava beer (food product),http://purl.obolibrary.org/obo/FOODON_03302404,food,food,
15615,salmon substitute,http://purl.obolibrary.org/obo/FOODON_03315936,food,food,
15616,lime drink mix,http://purl.obolibrary.org/obo/FOODON_03302237,food,food,
15617,03800 - land cresses (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540380,food,food,
15618,peach puree,http://purl.obolibrary.org/obo/FOODON_03301291,food,food,
15619,phaseolus vulgaris plant,http://purl.obolibrary.org/obo/FOODON_03411555,food,food,
15620,38920 - french fries from dough (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543892,food,food,
15621,rhubarb (frozen),http://purl.obolibrary.org/obo/FOODON_03304643,food,food,
15622,breakfast sausage,http://purl.obolibrary.org/obo/FOODON_03317292,food,food,
15623,09360 - tomato puree (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540936,food,food,
15624,wheat offal meal,http://purl.obolibrary.org/obo/FOODON_03310361,food,food,
15625,cocktail peanut (whole; coated; roasted),http://purl.obolibrary.org/obo/FOODON_03310989,food,food,
15626,19960 - horse; fresh fat tissue (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541996,food,food,
15627,pomegranate (whole; raw),http://purl.obolibrary.org/obo/FOODON_00003066,food,food,
15628,rye plant,http://purl.obolibrary.org/obo/FOODON_03411313,food,food,
15629,canola oil,http://purl.obolibrary.org/obo/FOODON_03302578,food,food,
15630,cottage cheese (creamed),http://purl.obolibrary.org/obo/FOODON_03302973,food,food,
15631,crambe plant,http://purl.obolibrary.org/obo/FOODON_03411336,food,food,
15632,yogurt product (heat treated after fermentation),http://purl.obolibrary.org/obo/FOODON_03316669,food,food,
15633,seasoning; powdered,http://purl.obolibrary.org/obo/FOODON_03316490,food,food,
15634,ocean pike (breaded),http://purl.obolibrary.org/obo/FOODON_03308308,food,food,
15635,sweet potato (canned; dehydrated),http://purl.obolibrary.org/obo/FOODON_03305827,food,food,
15636,noncarbonated beverage (less than 10% fruit juice),http://purl.obolibrary.org/obo/FOODON_03302252,food,food,
15637,feverfew plant,http://purl.obolibrary.org/obo/FOODON_03412054,food,food,
15638,hops (dried),http://purl.obolibrary.org/obo/FOODON_03301183,food,food,
15639,seafood sandwich,http://purl.obolibrary.org/obo/FOODON_00003159,food,food,
15640,salt-brackish water bass,http://purl.obolibrary.org/obo/FOODON_03412428,food,food,
15641,pabda fish,http://purl.obolibrary.org/obo/FOODON_00002725,food,food,
15642,tin solder,http://purl.obolibrary.org/obo/FOODON_03490263,food,food,
15643,11280 - brazil nuts and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541128,food,food,
15644,snakehead (raw),http://purl.obolibrary.org/obo/FOODON_03309913,food,food,
15645,28470 - cheese; saint nectaire (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542847,food,food,
15646,22290 - roho labeo (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542229,food,food,
15647,kola nut pod (whole; raw),http://purl.obolibrary.org/obo/FOODON_03302207,food,food,
15648,celery flakes,http://purl.obolibrary.org/obo/FOODON_03309895,food,food,
15649,biscuit (hard) food product,http://purl.obolibrary.org/obo/FOODON_00002466,food,food,
15650,15330 - wine grapes and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541533,food,food,
15651,09100 - hyssop (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540910,food,food,
15652,steinpilz,http://purl.obolibrary.org/obo/FOODON_03412033,food,food,
15653,15730 - bearberries (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541573,food,food,
15654,pastry (meat filled),http://purl.obolibrary.org/obo/FOODON_03312037,food,food,
15655,pork shoulder (raw),http://purl.obolibrary.org/obo/FOODON_03311007,food,food,
15656,mollusc (canned),http://purl.obolibrary.org/obo/FOODON_03317498,food,food,
15657,bigeye grunt,http://purl.obolibrary.org/obo/FOODON_03413945,food,food,
15658,07720 - other brown algae (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540772,food,food,
15659,soup mix product,http://purl.obolibrary.org/obo/FOODON_00002258,food,food,
15660,walnut (in oil),http://purl.obolibrary.org/obo/FOODON_03311689,food,food,
15661,lime preserves,http://purl.obolibrary.org/obo/FOODON_03306388,food,food,
15662,26450 - dried shrimps and prawns (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542645,food,food,
15663,bluefish (raw),http://purl.obolibrary.org/obo/FOODON_03306976,food,food,
15664,plant derived fermented beverage,http://purl.obolibrary.org/obo/FOODON_00001254,food,food,
15665,india sardine (raw),http://purl.obolibrary.org/obo/FOODON_03308338,food,food,
15666,sour cream dressing,http://purl.obolibrary.org/obo/FOODON_03301494,food,food,
15667,snow crab,http://purl.obolibrary.org/obo/FOODON_03411497,food,food,
15668,atlantic cutlassfish,http://purl.obolibrary.org/obo/FOODON_03412861,food,food,
15669,27690 - soft-ripened cheese with bloomy rind (white mould) (brie; camembert type) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542769,food,food,
15670,gravy or sauce,http://purl.obolibrary.org/obo/FOODON_00001931,food,food,
15671,french dressing (italian-style),http://purl.obolibrary.org/obo/FOODON_03304720,food,food,
15672,yellownut plant,http://purl.obolibrary.org/obo/FOODON_03414686,food,food,
15673,11860 - sunflower seeds and similar- (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541186,food,food,
15674,jewfish fillet (raw),http://purl.obolibrary.org/obo/FOODON_03308923,food,food,
15675,skim milk (vegetable oil added),http://purl.obolibrary.org/obo/FOODON_03304377,food,food,
15676,cooking oil (spent),http://purl.obolibrary.org/obo/FOODON_03306641,food,food,
15677,paper-paper combination,http://purl.obolibrary.org/obo/FOODON_03490354,food,food,
15678,08800 - apple mint (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540880,food,food,
15679,corn flour (white),http://purl.obolibrary.org/obo/FOODON_03310833,food,food,
15680,robusta coffee plant,http://purl.obolibrary.org/obo/FOODON_00003061,food,food,
15681,peanut butter with rose hips,http://purl.obolibrary.org/obo/FOODON_03306864,food,food,
15682,butter bread,http://purl.obolibrary.org/obo/FOODON_03302332,food,food,
15683,phaseolus vulgaris; edible pod cultivar (plant),http://purl.obolibrary.org/obo/FOODON_03411060,food,food,
15684,mozzarella cheese (made with whole milk; natural),http://purl.obolibrary.org/obo/FOODON_03301788,food,food,
15685,coconut custard,http://purl.obolibrary.org/obo/FOODON_03309736,food,food,
15686,catjang plant,http://purl.obolibrary.org/obo/FOODON_00003129,food,food,
15687,salt-rising bread starter (food product),http://purl.obolibrary.org/obo/FOODON_03307931,food,food,
15688,cowpea (pulse) food product,http://purl.obolibrary.org/obo/FOODON_00001200,food,food,
15689,bakery product (ready-to-eat),http://purl.obolibrary.org/obo/FOODON_03311085,food,food,
15690,pea soup,http://purl.obolibrary.org/obo/FOODON_03304927,food,food,
15691,black gram bean plant,http://purl.obolibrary.org/obo/FOODON_03411588,food,food,
15692,minarine,http://purl.obolibrary.org/obo/FOODON_03315519,food,food,
15693,strawberry jam (canned),http://purl.obolibrary.org/obo/FOODON_03306600,food,food,
15694,bitterblad,http://purl.obolibrary.org/obo/FOODON_03414979,food,food,
15695,16620 - ambarellas (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541662,food,food,
15696,ice cream (flavored with alcoholic beverage),http://purl.obolibrary.org/obo/FOODON_03307231,food,food,
15697,fruit preparation (energy reduced),http://purl.obolibrary.org/obo/FOODON_03315984,food,food,
15698,wiesbadner tartlet,http://purl.obolibrary.org/obo/FOODON_03306543,food,food,
15699,cod roe fully preserved,http://purl.obolibrary.org/obo/FOODON_03317224,food,food,
15700,european sea bass,http://purl.obolibrary.org/obo/FOODON_03414597,food,food,
15701,nylon 11 container,http://purl.obolibrary.org/obo/FOODON_03490361,food,food,
15702,milk pudding,http://purl.obolibrary.org/obo/FOODON_03316578,food,food,
15703,has consumer,http://purl.obolibrary.org/obo/RO_0009004,food,food,
15704,oil sardine,http://purl.obolibrary.org/obo/FOODON_03411966,food,food,
15705,10250 - black eyed peas (without pods) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541025,food,food,
15706,milk based gravy or sauce food product,http://purl.obolibrary.org/obo/FOODON_00002031,food,food,
15707,30340 - chocolate and similar (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543034,food,food,
15708,quenelle,http://purl.obolibrary.org/obo/FOODON_00003245,food,food,
15709,aluminum,http://purl.obolibrary.org/obo/FOODON_03500042,food,food,adjacent to
15710,winter flounder (raw),http://purl.obolibrary.org/obo/FOODON_03309264,food,food,
15711,food reheating in pan or cooking utensil,http://purl.obolibrary.org/obo/FOODON_03450041,food,food,
15712,41930 - bacon flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544193,food,food,
15713,konbu (dried),http://purl.obolibrary.org/obo/FOODON_03317000,food,food,
15714,chinese rhubarb plant,http://purl.obolibrary.org/obo/FOODON_03414229,food,food,
15715,red snapper fillet (raw),http://purl.obolibrary.org/obo/FOODON_03308968,food,food,
15716,food bar (caffeine added),http://purl.obolibrary.org/obo/FOODON_03305089,food,food,
15717,king crab family,http://purl.obolibrary.org/obo/FOODON_03412209,food,food,
15718,03590 - leafy vegetables (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540359,food,food,
15719,yacon plant,http://purl.obolibrary.org/obo/FOODON_03415017,food,food,
15720,unpurified or unrefined claim or use,http://purl.obolibrary.org/obo/FOODON_03510122,food,food,has consumer
15721,envelope,http://purl.obolibrary.org/obo/FOODON_03490199,food,food,
15722,41950 - banana flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544195,food,food,
15723,cookie; peanut butter,http://purl.obolibrary.org/obo/FOODON_03311620,food,food,
15724,lima bean (whole; dried),http://purl.obolibrary.org/obo/FOODON_03302063,food,food,
15725,chocolate candy (herb-filled),http://purl.obolibrary.org/obo/FOODON_03303805,food,food,
15726,dairy product analog,http://purl.obolibrary.org/obo/FOODON_00001801,food,food,
15727,shoyu chicken sauce,http://purl.obolibrary.org/obo/FOODON_03304111,food,food,
15728,tsukudani,http://purl.obolibrary.org/obo/FOODON_03315487,food,food,
15729,fish (gutted; fresh),http://purl.obolibrary.org/obo/FOODON_03317241,food,food,
15730,alcohol content 3.1-5%,http://purl.obolibrary.org/obo/FOODON_03530167,food,food,
15731,turkey sausage,http://purl.obolibrary.org/obo/FOODON_00003297,food,food,
15732,fadogia plant,http://purl.obolibrary.org/obo/FOODON_03412800,food,food,
15733,acidity regulator,Nd123abbe602142f28f11eb64e8620a5c,food,food,
15734,roasted almond oil,http://purl.obolibrary.org/obo/FOODON_03311209,food,food,
15735,no artificial colors claim or use,http://purl.obolibrary.org/obo/FOODON_03510097,food,food,
15736,42490 - cranberry flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544249,food,food,
15737,16510 - chinese black olives (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541651,food,food,
15738,food bleaching process,http://purl.obolibrary.org/obo/FOODON_03460197,food,food,formed as a result of
15739,ice cream (lowfat),http://purl.obolibrary.org/obo/FOODON_03315413,food,food,
15740,food additive classification; european community,http://purl.obolibrary.org/obo/FOODON_03400324,food,food,
15741,almond butter,http://purl.obolibrary.org/obo/FOODON_03310875,food,food,
15742,21250 - cooked pork ham (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542125,food,food,
15743,dough (ready-to-bake; commercially prepared),http://purl.obolibrary.org/obo/FOODON_03301935,food,food,
15744,corn (packed in brine),http://purl.obolibrary.org/obo/FOODON_03310603,food,food,
15745,02990 - pancakes (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540299,food,food,
15746,land snail,http://purl.obolibrary.org/obo/FOODON_03411455,food,food,
15747,shortening (colored added),http://purl.obolibrary.org/obo/FOODON_03304163,food,food,
15748,poppadum,http://purl.obolibrary.org/obo/FOODON_03307020,food,food,
15749,43790 - spinach flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544379,food,food,
15750,27060 - kefir (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542706,food,food,
15751,vegetable drink base,http://purl.obolibrary.org/obo/FOODON_03315907,food,food,
15752,fruit based gravy or sauce food product,http://purl.obolibrary.org/obo/FOODON_00001884,food,food,
15753,scallop (sea; frozen),http://purl.obolibrary.org/obo/FOODON_03308545,food,food,
15754,sunset muskmallow plant,http://purl.obolibrary.org/obo/FOODON_03414283,food,food,
15755,apple (whole; raw),http://purl.obolibrary.org/obo/FOODON_03301710,food,food,
15756,39240 - hot dog with bread (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543924,food,food,
15757,blond ray,http://purl.obolibrary.org/obo/FOODON_03414083,food,food,
15758,red kidney bean (whole; dried),http://purl.obolibrary.org/obo/FOODON_03302058,food,food,
15759,fruit jelly made with sulfite fruit,http://purl.obolibrary.org/obo/FOODON_03317537,food,food,
15760,obsolete: swine meat food product,http://purl.obolibrary.org/obo/FOODON_00002303,food,food,
15761,taffy hard,http://purl.obolibrary.org/obo/FOODON_03316415,food,food,
15762,26750 - elk milk (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542675,food,food,
15763,oregano (ground),http://purl.obolibrary.org/obo/FOODON_03301482,food,food,
15764,seaweed (dessicated),http://purl.obolibrary.org/obo/FOODON_03311281,food,food,
15765,rye (raw),http://purl.obolibrary.org/obo/FOODON_03310565,food,food,
15766,spice or flavor-producing plant,http://purl.obolibrary.org/obo/FOODON_03411179,food,food,
15767,plum juice,http://purl.obolibrary.org/obo/FOODON_03311603,food,food,
15768,whipped topping,http://purl.obolibrary.org/obo/FOODON_03302772,food,food,
15769,italian dressing,http://purl.obolibrary.org/obo/FOODON_03303447,food,food,
15770,devonshire cream,http://purl.obolibrary.org/obo/FOODON_03305401,food,food,
15771,shellfish meat (whole or parts),http://purl.obolibrary.org/obo/FOODON_03315468,food,food,
15772,bottletree plant,http://purl.obolibrary.org/obo/FOODON_03414751,food,food,
15773,kidney bean flour,http://purl.obolibrary.org/obo/FOODON_03309900,food,food,
15774,11950 - moringa (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541195,food,food,
15775,12970 - celery seed (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541297,food,food,
15776,12140 - borage seeds (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541214,food,food,
15777,butter and sugar mix,http://purl.obolibrary.org/obo/FOODON_03302619,food,food,
15778,formulated liquid diets,http://purl.obolibrary.org/obo/FOODON_03315667,food,food,
15779,fat-based dessert (energy reduced),http://purl.obolibrary.org/obo/FOODON_03315961,food,food,
15780,25620 - squid; common (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542562,food,food,
15781,01600 - puffed rice textured bread (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540160,food,food,
15782,antimicrobial preservative (codex),http://purl.obolibrary.org/obo/FOODON_03400369,food,food,
15783,pineapple (immature; raw),http://purl.obolibrary.org/obo/FOODON_03303126,food,food,
15784,meat minced,http://purl.obolibrary.org/obo/FOODON_03315526,food,food,
15785,15680 - northern highbush blueberry (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541568,food,food,
15786,bourbon vanilla plant,http://purl.obolibrary.org/obo/FOODON_03415045,food,food,
15787,glass container; coloured,http://purl.obolibrary.org/obo/FOODON_03490278,food,food,
15788,pizza with meat topping,http://purl.obolibrary.org/obo/FOODON_03311484,food,food,
15789,swim bladder,http://purl.obolibrary.org/obo/UBERON_0006860,food,food,
15790,17010 - kiwi fruits (green; red; yellow) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541701,food,food,
15791,31770 - other fruit juices (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543177,food,food,
15792,custard pastry filling,http://purl.obolibrary.org/obo/FOODON_03303342,food,food,
15793,garlic plant,http://purl.obolibrary.org/obo/FOODON_03411233,food,food,
15794,14350 - oranges (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541435,food,food,
15795,blood cockle,http://purl.obolibrary.org/obo/FOODON_03414142,food,food,
15796,42380 - chocolate milk flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544238,food,food,
15797,wood box,http://purl.obolibrary.org/obo/FOODON_03490177,food,food,
15798,mexican oyster (raw),http://purl.obolibrary.org/obo/FOODON_03307406,food,food,
15799,ice cream (us cfr),http://purl.obolibrary.org/obo/FOODON_03400227,food,food,
15800,41500 - fudge sauce (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544150,food,food,
15801,macaroni product (whole wheat),http://purl.obolibrary.org/obo/FOODON_03316954,food,food,
15802,05120 - wheatgrass (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540512,food,food,
15803,08660 - thyme (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540866,food,food,
15804,horseradish plant food product,http://purl.obolibrary.org/obo/FOODON_00001953,food,food,
15805,25740 - amphibians; reptiles; snails; insects (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542574,food,food,
15806,rennet liquid,http://purl.obolibrary.org/obo/FOODON_03316595,food,food,
15807,CCFAC sweeteners,http://purl.obolibrary.org/obo/FOODON_03400636,food,food,
15808,flavoring syrup,http://purl.obolibrary.org/obo/FOODON_00002374,food,food,
15809,great northern bean (canned),http://purl.obolibrary.org/obo/FOODON_03302057,food,food,
15810,aluminum coextruded with paper,http://purl.obolibrary.org/obo/FOODON_03490297,food,food,
15811,34880 - purple echinacea infusion leaves (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543488,food,food,
15812,imitation raspberry jelly,http://purl.obolibrary.org/obo/FOODON_03305896,food,food,
15813,44930 - iron (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544493,food,food,
15814,apricot kernel,http://purl.obolibrary.org/obo/FOODON_03301539,food,food,
15815,pinto refried beans (instant),http://purl.obolibrary.org/obo/FOODON_03303553,food,food,
15816,gravy mix (dry),http://purl.obolibrary.org/obo/FOODON_03307207,food,food,
15817,20150 - pig liver (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542015,food,food,
15818,food animal as consumer,http://purl.obolibrary.org/obo/FOODON_03510015,food,food,has consumer
15819,24380 - pompanos (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542438,food,food,
15820,longhead dab,http://purl.obolibrary.org/obo/FOODON_03411860,food,food,
15821,meringue topping,http://purl.obolibrary.org/obo/FOODON_03317146,food,food,
15822,03100 - cereal rolled grains (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540310,food,food,
15823,plant product based flavoring or seasoning,http://purl.obolibrary.org/obo/FOODON_00002145,food,food,
15824,agave worm (preserved in alcohol),http://purl.obolibrary.org/obo/FOODON_03301634,food,food,
15825,fully hydrogenated oil,http://purl.obolibrary.org/obo/FOODON_00002851,food,food,
15826,cookie (grainless),http://purl.obolibrary.org/obo/FOODON_03303424,food,food,
15827,24420 - capelin (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542442,food,food,
15828,food contact surface from natural material,http://purl.obolibrary.org/obo/FOODON_03500050,food,food,adjacent to
15829,river herring (canned),http://purl.obolibrary.org/obo/FOODON_03308336,food,food,
15830,doughnut (artificially flavored),http://purl.obolibrary.org/obo/FOODON_03306618,food,food,
15831,baked beans (dish),http://purl.obolibrary.org/obo/FOODON_03301946,food,food,
15832,1200000 - crops exclusively for animal feed (ec),http://purl.obolibrary.org/obo/FOODON_03401266,food,food,
15833,32510 - dehydrated/powdered fruit juice (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543251,food,food,
15834,21160 - ham; beef (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542116,food,food,
15835,42540 - currant flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544254,food,food,
15836,veal (raw),http://purl.obolibrary.org/obo/FOODON_03301771,food,food,
15837,white truffle,http://purl.obolibrary.org/obo/FOODON_03413792,food,food,
15838,blue cheese (dehydrated),http://purl.obolibrary.org/obo/FOODON_03303865,food,food,
15839,apricot spread (food product),http://purl.obolibrary.org/obo/FOODON_03306996,food,food,
15840,corn oil margarine,http://purl.obolibrary.org/obo/FOODON_03306261,food,food,
15841,oriental blue crab (raw),http://purl.obolibrary.org/obo/FOODON_03308608,food,food,
15842,rice wine,http://purl.obolibrary.org/obo/FOODON_03307312,food,food,
15843,imitation vinegar food product,http://purl.obolibrary.org/obo/FOODON_00001971,food,food,
15844,chocolate chip cookie,http://purl.obolibrary.org/obo/FOODON_03302850,food,food,
15845,hot pepper paste,http://purl.obolibrary.org/obo/FOODON_03306738,food,food,
15846,10290 - flageolet (fresh seeds) (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541029,food,food,
15847,rhubarb jam,http://purl.obolibrary.org/obo/FOODON_03301757,food,food,
15848,alfalfa meal,http://purl.obolibrary.org/obo/FOODON_03301568,food,food,
15849,lemon and marjoram jelly,http://purl.obolibrary.org/obo/FOODON_03306073,food,food,
15850,red pepper (crushed),http://purl.obolibrary.org/obo/FOODON_03304285,food,food,
15851,50102000 - fruit - prepared/processed (gs1 gpc),http://purl.obolibrary.org/obo/FOODON_03400988,food,food,
15852,peanut candy food product,http://purl.obolibrary.org/obo/FOODON_00002097,food,food,
15853,40590 - sea salt (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544059,food,food,
15854,high density polyethylene container,http://purl.obolibrary.org/obo/FOODON_03490368,food,food,
15855,paper or paperboard,http://purl.obolibrary.org/obo/FOODON_03500039,packaging,food,adjacent to
15856,04770 - savoy cabbages (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03540477,food,food,
15857,pot pie (meat),http://purl.obolibrary.org/obo/FOODON_03311859,food,food,
15858,molasses (refiner's),http://purl.obolibrary.org/obo/FOODON_03315858,food,food,
15859,fat content < 50%; < 35% pufa,http://purl.obolibrary.org/obo/FOODON_03530203,food,food,
15860,43310 - nutmeg flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544331,food,food,
15861,12720 - mints; dry (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541272,food,food,
15862,cream mint,http://purl.obolibrary.org/obo/FOODON_03303640,food,food,
15863,durum wheat (food product),http://purl.obolibrary.org/obo/FOODON_03310298,food,food,
15864,smoked tuna (frozen),http://purl.obolibrary.org/obo/FOODON_03301592,food,food,
15865,18840 - rabbit carcase (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541884,food,food,
15866,29710 - processed eggs (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03542971,food,food,
15867,mango (canned),http://purl.obolibrary.org/obo/FOODON_03305293,food,food,
15868,19140 - mixed beef and mutton/lamb fresh meat (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03541914,food,food,
15869,partridge,http://purl.obolibrary.org/obo/FOODON_03411382,food,food,
15870,36290 - other herbal infusion materials from flowers (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543629,food,food,
15871,ampul,http://purl.obolibrary.org/obo/FOODON_03490196,food,food,
15872,obsolete: flaxseed oil,http://purl.obolibrary.org/obo/FOODON_03460852,food,food,
15873,canola oil (partially hydrogenated),http://purl.obolibrary.org/obo/FOODON_03301694,food,food,
15874,43360 - oyster flavour (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03544336,food,food,
15875,cooking sherry,http://purl.obolibrary.org/obo/FOODON_03307295,food,food,
15876,38360 - rye drink (efsa foodex2),http://purl.obolibrary.org/obo/FOODON_03543836,food,food,
15877,fowl ova (raw),http://purl.obolibrary.org/obo/FOODON_03301437,food,food,
15878,butilarra fresca,http://purl.obolibrary.org/obo/FOODON_03316157,food,food,
15879,beef loin cut,http://purl.obolibrary.org/obo/FOODON_00003301,food,food,
15880,halibut,http://purl.obolibrary.org/obo/FOODON_03411532,food,food,
15881,garden snail,http://purl.obolibrary.org/obo/FOODON_03413662,food,food,
15882,milk-derivative-based preparation (desserts and similar products) energy reduced,http://purl.obolibrary.org/obo/FOODON_03315956,food,food,
